"","num","inst","nombre","sexo","entidad"
"1960",1943,8118,"Director: Mtro. Jesús González Salazar ","m","NL"
"1961",1944,8123,"Director: Mtro. Jaime Javier Sierra Garza ","m","NL"
"1964",1947,8135,"Director: Ing. Emma Bertha López Rodríguez ","f","NL"
"1965",1948,8139,"Director: C. Arturo Sierra Barrera ","m","NL"
"1966",1949,8143,"Director: Lic. Roberto Coronado Gallardo ","m","NL"
"1967",1950,8147,"Director: Lic. Rosalía M. Manzano Sevilla ","f","NL"
"1968",1951,8151,"Director: Dr. Guillermo Montfort Ulloa ","m","NL"
"1972",1955,8167,"Director: M. en Educ. Salvador Jaime Merlo Magaña ","m","NL"
"1973",1956,8171,"Director: Dr. Mario Alberto Martínez Hernández ","m","NL"
"1974",1957,8175,"Director: Dr. David Garza Salazar ","m","NL"
"1975",1958,8180,"Director: Lic. Óscar Alfonso Flores Cano ","m","NL"
"1976",1959,8185,"Director: Ing. Alfredo Peña Marín ","m","NL"
"1977",1960,8190,"Director: Arq. Carlos Bejos Acebo ","m","NL"
"1978",1961,8195,"Director: Ing. Víctor Eduardo Gutiérrez Aladro ","m","NL"
"1979",1962,8200,"Director: Ing. Rafael Abrego Hinojosa ","m","NL"
"1980",1963,8205,"Director: Ing. Patricio López del Puerto ","m","NL"
"1981",1964,8209,"Director: Lic. Marisol Montemayor Martínez ","f","NL"
"1983",1966,8217,"Director: Lic. Hilda Guerrero Alanís ","f","NL"
"1984",1967,8221,"Director: María de Jesús Chapa de Martínez ","f","NL"
"1987",1970,8233,"Director: Mtra. Nancy Hernández Ruíz ","f","NL"
"1988",1971,8237,"Director: Dra. Bertha Alicia Garza Ruíz ","f","NL"
"1989",1972,8241,"Director: Mtro. Flavio Vidales Jiménez ","m","NL"
"1990",1973,8245,"Director: C.P. José Garza Rodríguez ","m","NL"
"1991",1974,8249,"Director: Lic. José Gustavo Salinas López ","m","NL"
"1992",1975,8253,"Director: Lic. Lilia E. Sandoval Garza ","f","NL"
"1994",1977,8261,"Director: Mtro. Rogelio Guillermo Garza Rivera ","m","NL"
"1995",1978,8266,"Director: Dr. Javier Jiménez Pérez/Dr. Francisco Medina Barrera ","m","NL"
"1996",1979,8271,"Director: Dr. Jesús Alfonso Fernández Delgado ","m","NL"
"1997",1980,8275,"Director: Lic. Roberto Tomascichi Anaya ","m","NL"
"1998",1981,8279,"Director: Dr. Eduardo Macias Santos ","m","NL"
"1999",1982,8283,"Director: Dr. José Zaragoza Huerta ","m","NL"
"2000",1983,8287,"Director: Mtra. Marla Estrada de Pirsch ","f","NL"
"2001",1984,8291,"Director: Profr. Ismael Castillo Osuna ","m","NL"
"2002",1985,8295,"Director: C.P. Mario Páez González ","m","NL"
"2003",1986,8299,"Director: Ing. Marcelo J. González Villarreal, M.A ","m","NL"
"2006",1989,8313,"Director: Lic. Gerardo Hugo Sandoval Garza ","m","NL"
"2007",1990,8317,"Director: Mtra. Alicia Vázquez González ","f","NL"
"2008",1991,8321,"Director: MS Juana Lilia Bárcenas González ","f","NL"
"2009",1992,8325,"Director: Lic. Mónica Gabriela del Ángel Reyes ","f","NL"
"2010",1993,8329,"Director: Lic. Catalina Garza Salazar ","f","NL"
"2013",1996,8341,"Director: Ing. Verónica Ontiveros Gaona ","f","NL"
"2014",1997,8345,"Director: Lic. Mónica Carrillo Cota ","f","NL"
"2017",2000,8357,"Director: Lic. Jesús Homero Sandoval Garza ","m","NL"
"2018",2001,8361,"Director: Ing. Jaime Rafael Paz Fernández ","m","NL"
"2019",2002,8365,"Director: Mtro. Simón Garza Rodríguez ","m","NL"
"2020",2003,8369,"Director: Mtro. Gregorio Cervantes Serrano ","m","NL"
"2021",2004,8374,"Director: Ing. Juan Antonio González Aréchiga y de la Cueva ","m","NL"
"2022",2005,8378,"Director: Dr. Alan Castillo Rodríguez ","m","NL"
"2023",2006,8382,"Director: Act. Ángel Casán Marcos ","m","NL"
"2028",2011,8402,"Director: C.P. Luis Treviño Montemayor ","m","NL"
"2029",2012,8406,"Director: Lic. Jesús Roberto Chapa Martínez ","m","NL"
"2031",2014,8415,"Director: Lic. Ma. del Pilar Ocampo Pizano ","f","OAX"
"2033",2016,8423,"Director: Dr. Alfredo Zetina Moguel ","m","OAX"
"2034",2017,8428,"Director: Dra. Margarita Dalton Palomo ","f","OAX"
"2035",2018,8432,"Director: Profr. Sergio Manuel Calleja Zorrilla ","m","OAX"
"2036",2019,8436,"Director: Profr. Cástulo Flores Juárez ","m","OAX"
"2037",2020,8440,"Director: Mtro. Gaspar Salas Morales ","m","OAX"
"2038",2021,8444,"Director: Mtro. Israel Benedicto Silva Hernandez ","m","OAX"
"2040",2023,8452,"Director: Q.F.B. Ma. Esther del Perpetuo Socorro Ochoa Ríos ","f","OAX"
"2041",2024,8456,"Director: C. Ricardo Maravilla Méndez ","m","OAX"
"2042",2025,8460,"Director: Lic. Mario M. del Carpio Laflor ","m","OAX"
"2044",2027,8468,"Director: Dr. Mónico Juárez López ","m","OAX"
"2045",2028,8472,"Director: Lic. ","m","OAX"
"2046",2029,8476,"Director: Profr. José Ángel Gómez Antonio ","m","OAX"
"2047",2030,8480,"Director: Profr. Manuel de Jesús López Miguel ","m","OAX"
"2048",2031,8484,"Director: Profr. Germán Martínez Salvador ","m","OAX"
"2049",2032,8488,"Director: Profr. Santiago Gabriel Dolores ","m","OAX"
"2050",2033,8492,"Director: Profra. Mirna Elizabeth García Salazar ","f","OAX"
"2051",2034,8496,"Director: Profr. Noel Estesban Ramos Hernández ","m","OAX"
"2052",2035,8500,"Director: Profr. Epifanio Juan Rojas Olmedo ","m","OAX"
"2053",2036,8504,"Director: Profr. Javier Sosa Martinez ","m","OAX"
"2054",2037,8508,"Director: Profra. Florencia Teresa García Mendoza ","f","OAX"
"2055",2038,8512,"Director: Profr. Armando Ponce Rodríguez ","m","OAX"
"2056",2039,8516,"Director: Lic. Felipe Zardain Borbolla ","m","OAX"
"2057",2040,8520,"Director: Lic. Víctor Alberto Quiroz Arellanes ","m","OAX"
"2058",2041,8524,"Director: Lic. Gabriel Nolasco Cruz ","m","OAX"
"2059",2042,8528,"Director: Lic. Luis Cortés Osorio ","m","OAX"
"2060",2043,8532,"Director: Ing. Francisco Javier Díaz Tapia ","m","OAX"
"2061",2044,8536,"Director: Mtro. Guillermo Bernal Gómez ","m","OAX"
"2062",2045,8540,"Director: Dr. Antonio García Pla ","m","OAX"
"2063",2046,8544,"Director: Mtro. Jaime Melchor Aguilar ","m","OAX"
"2064",2047,8548,"Director: Lic. Juan Carlos González Luis ","m","OAX"
"2065",2048,8552,"Director: Lic. María Eugenia Peña Arvizu ","f","OAX"
"2067",2050,8561,"Director: Ing. Angel Rosales Torres ","m","OAX"
"2068",2051,8566,"Director: Dr. Rafael Pérez Pacheco ","m","OAX"
"2069",2052,8570,"Director: Ing. Adelfo Caldeza Benito ","m","OAX"
"2070",2053,8574,"Director: Mtro. Javier Sánchez García ","m","OAX"
"2072",2055,8582,"Director: Bernabé Jarquín Lara ","m","OAX"
"2073",2056,8586,"Director: M.E. Fernando Toledo Toledo ","m","OAX"
"2074",2057,8590,"Director: Ing. Hernán Calderón Pineda ","m","OAX"
"2075",2058,8594,"Director: Ing. Carlos Alberto Mateos Mendoza ","m","OAX"
"2076",2059,8598,"Director: Ing. Jorge Marquez Juárez ","m","OAX"
"2078",2061,8606,"Director: M.A. Eduardo Castañón Olguín ","m","OAX"
"2079",2062,8610,"Director: M.C. Oscar Antonio Silva Sánchez ","m","OAX"
"2080",2063,8614,"Director: M.C. Jaime Chávez Flores ","m","OAX"
"2081",2064,8618,"Director: C.P. Jesús Pérez Altamirano ","m","OAX"
"2082",2065,8622,"Director: Mtro. Efraín López Robles ","m","OAX"
"2083",2066,8626,"Director: Dra. Elena Quiroz Lima ","f","OAX"
"2084",2067,8630,"Director: Lic. Sergio Hernández Matías ","m","OAX"
"2086",2069,8638,"Director: Dr. Eduardo Carlos Bautista Martínez ","m","OAX"
"2087",2070,8643,"Director: M.C. Renato Zarate Baños ","m","OAX"
"2094",2077,8673,"Director: Dr. Modesto Seára Vázquez ","m","OAX"
"2097",2080,8687,"Director: Dr . Modesto Seara Vázquez ","m","OAX"
"2098",2081,8692,"Director: Lic. Ma. Esther Portillo Luna ","f","OAX"
"2102",2085,8708,"Director: Mtro. Carlos Spíndola Pérez Guerrero ","m","OAX"
"2106",2089,8724,"Director: Dr. Benjamín Alonso Smith Arango ","m","OAX"
"2108",2091,8732,"Director: Mtra. Nydia Mata Sánchez ","f","OAX"
"2109",2092,8737,"Director: Dr. José Alfonso Esparza Ortiz ","m","PUE"
"2110",2093,8742,"Director: Mtro. Moises Orduña Luna ","m","PUE"
"2111",2094,8747,"Director: Mtro. José Balderas Farias ","m","PUE"
"2112",2095,8752,"Director: Lic. Laura Cruz Miranda ","f","PUE"
"2113",2096,8757,"Director: Mtro. Dionicio Zamora Ramírez ","m","PUE"
"2114",2097,8762,"Director: LAE. Angelo Mora Fernández ","m","PUE"
"2115",2098,8767,"Director: LAE. José Herminio González Pérez ","m","PUE"
"2116",2099,8772,"Director: MVZ. Marco Antonio Aguilar Ballesteros ","m","PUE"
"2117",2100,8777,"Director: C.D. Edgar Francisco Martínez Tapia ","m","PUE"
"2118",2101,8782,"Director: M.C. Omar Romero Arenas ","m","PUE"
"2119",2102,8788,"Director: Dr. Juan Manuel Barrios Díaz ","m","PUE"
"2120",2103,8793,"Director: Dr. Andrés Joaquín Barber Mercado ","m","PUE"
"2121",2104,8797,"Director: Profr. Andrés García Castillo ","m","PUE"
"2122",2105,8801,"Director: Profr. Rodolfo Guillermo Carbajal García ","m","PUE"
"2123",2106,8805,"Director: Dr. German Molina ","m","PUE"
"2124",2107,8809,"Director: Ing. Bernardo Reyes Guerra ","m","PUE"
"2125",2108,8813,"Director: Profra. Silvia Alarcón González ","f","PUE"
"2127",2110,8821,"Director: Profra. Julia del Alba Velasco Espinosa ","f","PUE"
"2128",2111,8825,"Director: Lic. Aurora Martínez Álvarez ","f","PUE"
"2129",2112,8829,"Director: Profr. Benjamín Berlanga Gallardo ","m","PUE"
"2130",2113,8833,"Director: Lic. Manuel Solana Sentíes ","m","PUE"
"2131",2114,8837,"Director: Mtra. Ana Bertha Hernández Huesca ","f","PUE"
"2132",2115,8841,"Director: Mtra. Deyanira Vargas Verde ","f","PUE"
"2133",2116,8845,"Director: Sra. Ángeles Espinosa Iglesias ","f","PUE"
"2134",2117,8849,"Director: Dr. Alejandro Reyes Díaz ","m","PUE"
"2135",2118,8853,"Director: Dr. Luis Gonzaga Benavides Ilizaliturri ","m","PUE"
"2136",2119,8857,"Director: Profr. Cesar Arturo Vargas Delgado ","m","PUE"
"2138",2121,8865,"Director: Ing. Francisco J. Fernández Rodríguez ","m","PUE"
"2139",2122,8869,"Director: Lic. Lidia Victoria Ruiz Escobar ","f","PUE"
"2140",2123,8873,"Director: Mtra. Eugenia Escamilla Navarro ","f","PUE"
"2141",2124,8877,"Director: Mtra. Teresa Hernandez Orta ","f","PUE"
"2142",2125,8881,"Director: Dr. José E. Rodriguez Corro ","m","PUE"
"2143",2126,8885,"Director: M. en D. José María Sánchez Reche ","m","PUE"
"2144",2127,8889,"Director: Mtro. Gustavo López Hidalgo ","m","PUE"
"2145",2128,8893,"Director: Lic. José Ernesto Carrillo Fernández ","m","PUE"
"2146",2129,8897,"Director: Dr. Esteban Juan Téllez Ramírez ","m","PUE"
"2147",2130,8901,"Director: Mtro. Juan Roberto López González ","m","PUE"
"2149",2132,8909,"Director: Lic. Carlos Islas y Gamboa ","m","PUE"
"2150",2133,8914,"Director: Dr. Filemón Parra Inzunza ","m","PUE"
"2151",2134,8918,"Director: Prfor. Adrián Elizalde Campos ","m","PUE"
"2152",2135,8922,"Director: Profra. Ma. Elena Torreblanca Trujillo ","f","PUE"
"2153",2136,8926,"Director: Mtro. Marcel Arvea Damian ","m","PUE"
"2154",2137,8930,"Director: C. José Luis Pérez Ángeles ","m","PUE"
"2155",2138,8934,"Director: C. Sergio Bouchan Linares ","m","PUE"
"2156",2139,8938,"Director: Lic. Mario Mundo Hernández ","m","PUE"
"2158",2141,8946,"Director: Dr. Roberto Molina Zárate ","m","PUE"
"2159",2142,8951,"Director: Cuauhtémoc Mario Cruz Abud ","m","PUE"
"2160",2143,8955,"Director: Dr. Luis Fuentes Aguilar ","m","PUE"
"2161",2144,8960,"Director: C.P. Carlos Solalinde Trejo ","m","PUE"
"2162",2145,8964,"Director: Rafael Arronte Vicario ","m","PUE"
"2163",2146,8968,"Director: Arq. José Romero Molina ","m","PUE"
"2164",2147,8972,"Director: C. Agustín Ugarte Bazán ","m","PUE"
"2166",2149,8980,"Director: C. Fernando Machorro Martínez ","m","PUE"
"2167",2150,8984,"Director: Lic. Clemente Cid Pérez ","m","PUE"
"2168",2151,8988,"Director: Lic. Silvia Dolores Salmón Ramos ","f","PUE"
"2169",2152,8992,"Director: Ing. Ignacio Rosas Ibarra ","m","PUE"
"2170",2153,8996,"Director: Lic. Luis Enrique Crispín Campos Ramírez ","m","PUE"
"2171",2154,9001,"Director: M. en C.de la Educ. Lucía del Carmen Bustos Aguilera ","f","PUE"
"2172",2155,9005,"Director: Lic. Josefina Rodríguez Tapia ","f","PUE"
"2173",2156,9009,"Director: Lic. José Bustos Jiménez ","m","PUE"
"2174",2157,9013,"Director: Coronel Victor Manuel Ponce de León Rodríguez ","m","PUE"
"2175",2158,9017,"Director: Lic. Enrique Ramírez Calva ","m","PUE"
"2176",2159,9021,"Director: Arq. Maruzka Zamynda Retit Altmann ","f","PUE"
"2177",2160,9025,"Director: Mtro. Alberto Moreno Rodríguez ","m","PUE"
"2178",2161,9029,"Director: Lic. Luis Linares Romero ","m","PUE"
"2179",2162,9033,"Director: Profra. Rosa Hernández Lecona ","f","PUE"
"2180",2163,9037,"Director: Profr. Salvador M. Pérez ","m","PUE"
"2181",2164,9041,"Director: Profr. Fidel Meza y Sánchez ","m","PUE"
"2182",2165,9045,"Director: Profr. Arturo Castillo García ","m","PUE"
"2183",2166,9049,"Director: Lic. Maria Guadalupe Diaz Alvarez ","f","PUE"
"2184",2167,9053,"Director: Mtro. Luis Rodolfo Hernández Hernández ","m","PUE"
"2185",2168,9057,"Director: Profra. Dolores Palomo Infante ","f","PUE"
"2186",2169,9061,"Director: Profr. Moisés Carrasco Malpica ","m","PUE"
"2187",2170,9065,"Director: Profra. Marisela Ortega Nuñez ","f","PUE"
"2188",2171,9069,"Director: Profra. Susana Lima Poblano ","f","PUE"
"2189",2172,9073,"Director: Profr. Esteban Saúl Cárcamo Lobato ","m","PUE"
"2190",2173,9077,"Director: Hna. Rosa Ma. Gutiérrez Rodríguez ","f","PUE"
"2191",2174,9081,"Director: Profr. Constantino Molina Pozos ","m","PUE"
"2192",2175,9085,"Director: Profr. Jose Luis Tlaseca Zuñiga ","m","PUE"
"2193",2176,9089,"Director: Profr. Eduardo Castelán Armendáriz ","m","PUE"
"2194",2177,9093,"Director: Profr. Dagoberto Reyes Mendoza ","m","PUE"
"2196",2179,9101,"Director: Profr. Fernando Téllez Camaño ","m","PUE"
"2198",2181,9109,"Director: Profra. Judith Rivera Ortiz ","f","PUE"
"2199",2182,9113,"Director: Profr. Gregorio González Aguirre ","m","PUE"
"2200",2183,9117,"Director: Profr. Gerardo Santiago Espinosa ","m","PUE"
"2201",2184,9121,"Director: Mtra. María Ariadna Anastasia Ruiz Tagle ","f","PUE"
"2203",2186,9130,"Director: Dr. Gerardo Paul Arvizu Serapio ","m","PUE"
"2204",2187,9134,"Director: Mtra. María Elena Torreblanca Trujillo ","f","PUE"
"2205",2188,9138,"Director: Profr. Enrique Ortega Aragón ","m","PUE"
"2206",2189,9142,"Director: Lic. Raquel Granados Contreras ","m","PUE"
"2207",2190,9146,"Director: Profr. Vidal Calvario Tepox ","m","PUE"
"2208",2191,9150,"Director: M.V.Z. José Antonio Gómez Lince ","m","PUE"
"2209",2192,9154,"Director: Lic. Bruno Fernández Abreu ","m","PUE"
"2210",2193,9158,"Director: Lic. javier Ojeda Sosa ","m","PUE"
"2211",2194,9162,"Director: Ing. Francisco Martínez Galindo ","m","PUE"
"2212",2195,9166,"Director: Dr. Luis Ernesto Derbez Bautista ","m","PUE"
"2216",2199,9182,"Director: Mtro. Luis Ignacio Rosas Soriano ","m","PUE"
"2218",2201,9190,"Director: Lic. Ricardo Suárez Flores ","m","PUE"
"2219",2202,9194,"Director: Ing. Ada Rodríguez Lobato ","f","PUE"
"2220",2203,9198,"Director: Mtro. Eukid Castañón Herrera ","m","PUE"
"2221",2204,9202,"Director: Mtro. Rojas García Roberto ","m","PUE"
"2222",2205,9206,"Director: Dra. Elia Cristina Quiterio Montiel ","f","PUE"
"2223",2206,9210,"Director: Dr. Julián Germán Molina Carrillo ","m","PUE"
"2224",2207,9214,"Director: Lic. Milthón Javier Fregoso Escalera ","m","PUE"
"2225",2208,9218,"Director: Lic. José Marcos Serna Pastrana ","m","PUE"
"2227",2210,9226,"Director: Mtra. Rojas Bruschetta Elba ","f","PUE"
"2228",2211,9230,"Director: Mtro. Becerra Castillo Arturo Abraham ","m","PUE"
"2229",2212,9234,"Director: Lic. Francisco Díaz Cano ","m","PUE"
"2230",2213,9238,"Director: Lic. Alberto Martínez Jiménez ","m","PUE"
"2231",2214,9242,"Director: Lic. José Antonio Rodolfo Salamanca Llanos ","m","PUE"
"2232",2215,9246,"Director: Arq. Francisco Martínez Galindo Director ","m","PUE"
"2233",2216,9250,"Director: L.D.G. Osvaldo López Gaona ","m","PUE"
"2234",2217,9254,"Director: Mtro. Cuervo Guevara Alejandro ","m","PUE"
"2235",2218,9258,"Director: M.C. Adalberto Aguilar Cardoso ","m","PUE"
"2239",2222,9274,"Director: Lic. Ricardo Fernández Aparicio ","m","PUE"
"2240",2223,9278,"Director: Lic. Jiménez Almaraz María del Rocío Andrea ","f","PUE"
"2242",2225,9286,"Director: Lic. José Antonio Fernández Aparicio ","m","PUE"
"2243",2226,9290,"Director: Lic. Álvaro de Cosío Hernández ","m","PUE"
"2244",2227,9294,"Director: Lic. Catalina Ocelotl Tlaxcalteca ","f","PUE"
"2245",2228,9298,"Director: Lic. Norberto Vázquez Rodríguez ","m","PUE"
"2246",2229,9302,"Director: Mtra. Laura P. Romero Flores ","f","PUE"
"2247",2230,9306,"Director: Mtro. Dante Neftalí Nolasco y Hernández ","m","PUE"
"2249",2232,9314,"Director: C. Oscar Daniel Ceballos ","m","PUE"
"2250",2233,9318,"Director: Mtra. Eloina Motolinia Quiroz ","f","PUE"
"2251",2234,9322,"Director: Mtro. José Orlando Isidro Ramos ","m","PUE"
"2252",2235,9326,"Director: C. Ildefonso Hernández Jiménez ","m","PUE"
"2253",2236,9330,"Director: Lic. César Arturo Vargas Salgado ","m","PUE"
"2255",2238,9338,"Director: Dr. Leopoldo Altamirano Robles ","m","PUE"
"2256",2239,9342,"Director: Lic. David de Jesús Pérez Ordoñez ","m","PUE"
"2257",2240,9346,"Director: Profra. Ma. Cristina Martínez Mestizo ","f","PUE"
"2259",2242,9354,"Director: María del Rocío Rojo Gómez ","f","PUE"
"2260",2243,9358,"Director: Lic. Ma. Teresa Arellano Díaz ","f","PUE"
"2261",2244,9362,"Director: Lic. Sergio Javier Bouchan Palama ","m","PUE"
"2262",2245,9366,"Director: Profra. Agustina Ramos Lemus ","f","PUE"
"2263",2246,9370,"Director: Lic. Ignacio Bravo Cid de León ","m","PUE"
"2264",2247,9374,"Director: Lic. María Elia Angelina Rascón Cano ","f","PUE"
"2266",2249,9382,"Director: Ing. Fernando Chapa Lara ","m","PUE"
"2267",2250,9386,"Director: Ing. Gustavo Andres Ortiz Y Rivera ","m","PUE"
"2268",2251,9390,"Director: M.E. Yeyetzin Sandoval González ","f","PUE"
"2269",2252,9394,"Director: Mtro. Irvin Alejandro Córdova Guerrero ","m","PUE"
"2270",2253,9398,"Director: M.B.A. Guillermo Antonio Almazán Smith ","m","PUE"
"2271",2254,9402,"Director: Lic. Raquel Joffre Morales ","f","PUE"
"2272",2255,9406,"Director: Lic. Omar Martinez Amador ","m","PUE"
"2273",2256,9410,"Director: Mtro. Francisco Valencia Ponce ","m","PUE"
"2274",2257,9414,"Director: Lic. Pablo Alejandro López Pacheco ","m","PUE"
"2275",2258,9418,"Director: Ing. Jair Nahúm Fierro Breton ","m","PUE"
"2276",2259,9422,"Director: Mtro. Guillermo Antonio Almazán Smith ","m","PUE"
"2277",2260,9426,"Director: MA. Luis Enrique Manzano Martínez ","m","PUE"
"2278",2261,9430,"Director: Ing. Ismael Sánchez Huerta ","m","PUE"
"2279",2262,9434,"Director: Lic. Gustavo Urbano Juárez ","m","PUE"
"2280",2263,9438,"Director: Mtro. Gustavo Urbano Juárez ","m","PUE"
"2281",2264,9443,"Director: Ing. Rahid Abella ","m","PUE"
"2282",2265,9447,"Director: Mtro. Nicolás Arrioja Landa Cosío ","m","PUE"
"2283",2266,9451,"Director: Lic. Gustavo Santin Nieto ","m","PUE"
"2285",2268,9459,"Director: Lic. José Luis Alonso Gómez ","m","PUE"
"2286",2269,9463,"Director: Lic. Juan Ignacio Menéndez Gómez ","m","PUE"
"2288",2271,9471,"Director: Profr. Juan Miguel Bagatella Bermúdez ","m","PUE"
"2289",2272,9475,"Director: Ing. José Luis Bolaños González ","m","PUE"
"2290",2273,9479,"Director: Mtra. Elisa Fernández Torres ","f","PUE"
"2291",2274,9483,"Director: Mtra. María Gloria Ortega Muñoz ","f","PUE"
"2292",2275,9488,"Director: Ing. Armando Vargas Miranda ","m","PUE"
"2293",2276,9492,"Director: Mtro. Raymundo Hernández Tirado ","m","PUE"
"2295",2278,9500,"Director: Lic. Roberto Corvera Guzmán ","m","PUE"
"2296",2279,9504,"Director: Mtro. Joram Charolet Rodríguez ","m","PUE"
"2297",2280,9508,"Director: Lic. Pedro Luis Ramírez Cruz ","m","PUE"
"2298",2281,9513,"Director: Mtro. Oscar Chávez Palma ","m","PUE"
"2302",2285,9529,"Director: Dr. Francisco Martínez Briones ","m","PUE"
"2303",2286,9533,"Director: Mtro. Mario Mundo Hernández ","m","PUE"
"2306",2289,9545,"Director: Mtra. Ana Maria Fernández Aparicio ","f","PUE"
"2307",2290,9549,"Director: Mtro. Rafael Landa Veles ","m","PUE"
"2308",2291,9554,"Director: Mtra. Lorena Vargas Madrid ","f","PUE"
"2309",2292,9559,"Director: Dr. Juan Carlos Rangel De Con ","m","PUE"
"2317",2300,9595,"Director: Mtro. José Ojeda Bustamante ","m","PUE"
"2321",2304,9612,"Director: Ing. René Velázquez Herrera ","m","PUE"
"2322",2305,9616,"Director: Mtra. Maria Cristina Said Elias ","f","PUE"
"2323",2306,9620,"Director: L.A.E. Adolfo G. Figueroa Martínez ","m","PUE"
"2324",2307,9624,"Director: Lic. Hervé Willy Steiner Verderosa ","m","PUE"
"2325",2308,9628,"Director: Mtro. David Fernández Dávalos, S. J. ","m","PUE"
"2326",2309,9632,"Director: Mtro. Antonio José García Acevedo ","m","PUE"
"2328",2311,9640,"Director: Dr. Jesús Ángel Ortega Zamora ","m","PUE"
"2329",2312,9645,"Director: Lic. Jorge Enríque Juárez Barba ","m","PUE"
"2332",2315,9657,"Director: M.C. Alibert Sánchez Jiménez ","m","PUE"
"2333",2316,9661,"Director: Dr. Gilberto García Castillo ","m","PUE"
"2334",2317,9665,"Director: C.P. Roberto López González, fsc ","m","PUE"
"2336",2319,9673,"Director: Mtro. Washington Torreani ","m","PUE"
"2337",2320,9677,"Director: Mtra. Otilia Contreras Hernández ","f","PUE"
"2339",2322,9685,"Director: Mtro. Jaime Bonilla Tovar ","m","PUE"
"2340",2323,9689,"Director: Dr. Salvador Calva Morales ","m","PUE"
"2341",2324,9693,"Director: Mtro. José Ignacio Moreno León ","m","PUE"
"2342",2325,9698,"Director: C. Ernesto Martínez Rodríguez ","m","PUE"
"2343",2326,9702,"Director: Mtro. José E. Andrés Montes Becerra ","m","PUE"
"2344",2327,9706,"Director: Mtro. Luis Eduardo Espinosa Galicia ","m","PUE"
"2345",2328,9710,"Director: Mtro. Héctor E. Arreola Ibarra ","m","PUE"
"2346",2329,9714,"Director: Mtro. José Enrique Martínez Peláez ","m","PUE"
"2347",2330,9718,"Director: Mtro. Edgar J. Salomón Escorza ","m","PUE"
"2348",2331,9722,"Director: Dr. Emilio José Baños Ardavín ","m","PUE"
"2349",2332,9727,"Director: Dr. Víctor Hugo Castro Trinidad ","m","PUE"
"2350",2333,9731,"Director: Lic. Luz María M. Cabrera Montaño ","f","PUE"
"2352",2335,9739,"Director: Dr. Héctor Xavier Velasco Pérez ","m","PUE"
"2353",2336,9743,"Director: M.G.A. Myriam Galindo Pétriz ","f","PUE"
"2354",2337,9747,"Director: Mtro. Mario Antonio Burguete Garcia ","m","PUE"
"2355",2338,9751,"Director: Mtro. Rodolfo Ramos García ","m","PUE"
"2356",2339,9755,"Director: Lic. Karina Fernández Patricio ","f","PUE"
"2357",2340,9759,"Director: Mtro. Raúl Braulio Pacheco Garmendia ","m","PUE"
"2358",2341,9763,"Director: Ing. Jesús Santos Picazo ","m","PUE"
"2359",2342,9767,"Director: Mtra. Irma Lilia Arauz Moncada ","f","PUE"
"2360",2343,9771,"Director: Mtra. Gabriela Fonseca Marín ","f","PUE"
"2361",2344,9778,"Director: Profr. Miguel A. Oceguera Ugalde ","m","QRO"
"2363",2346,9788,"Director: Profra. Luz Maria Zenteno ","f","QRO"
"2364",2347,9792,"Director: Profr. Pastor Augusto Estrella Chan ","m","QRO"
"2365",2348,9796,"Director: C.D. Luis Felipe Cámara Chejín ","m","QRO"
"2367",2350,9805,"Director: Salvador Pérez Arce Silva ","m","QRO"
"2368",2351,9810,"Director: Dr. Luis Gerardo Trápaga Martínez ","m","QRO"
"2369",2352,9814,"Director: Dra. Julieta Torres González ","f","QRO"
"2370",2353,9819,"Director: Ing. Víctor Lizardi Nieto ","m","QRO"
"2371",2354,9823,"Director: Dr. Juan Armando Zapatero Campos ","m","QRO"
"2372",2355,9827,"Director: C. Martha Silvia Ortiz Espinosa ","f","QRO"
"2373",2356,9831,"Director: Lic. Jorge Martínez Sánchez ","m","QRO"
"2374",2357,9836,"Director: M.C. Jaime Nieto ramírez ","m","QRO"
"2377",2360,9848,"Director: Profr. Orlando de Jesús Scheker Román ","m","QRO"
"2378",2361,9853,"Director: Gabriela Rayas Macedo ","f","QRO"
"2380",2363,9861,"Director: Lic. refugio Cervantes Vallejo ","m","QRO"
"2381",2364,9865,"Director: Profra. Guillermina Rodríguez Rojas ","f","QRO"
"2382",2365,9869,"Director: Profra. Luz María Muñoz Martínez ","f","QRO"
"2383",2366,9873,"Director: Profr. Elvira Del Carmen Namur Velazquez ","f","QRO"
"2384",2367,9877,"Director: Profra. Rosa Ma. Magallanes Moreno ","f","QRO"
"2385",2368,9881,"Director: María Marcela de Ntra. Señora del Carmen Díaz Martínez ","f","QRO"
"2386",2369,9885,"Director: Lic. José Rodolfo A. Vega Hernández ","m","QRO"
"2387",2370,9889,"Director: Lic. Marco Antonio Alcaraz Ugalde ","m","QRO"
"2388",2371,9893,"Director: Mtro. Arturo Flores Velázquez ","m","QRO"
"2391",2374,9905,"Director: Lic. Olivia Graciela González Mendoza ","f","QRO"
"2392",2375,9909,"Director: Mtra. Alma Lourdes Pérez Romero ","f","QRO"
"2393",2376,9914,"Director: Lic. Luis Gilberto Lavalle Guillén ","m","QRO"
"2394",2377,9919,"Director: Dr. Jorge Adalberto Huerta Ruelas ","m","QRO"
"2395",2378,9923,"Director: Mtro. Raúl Romero Granados ","m","QRO"
"2397",2380,9931,"Director: Dr. Máximo Pliego Díaz ","m","QRO"
"2398",2381,9935,"Director: M.C. Ángel Adad Franco Baltazar ","m","QRO"
